Cochrane Review ID,P,I,C,O,P reasoning,I reasoning,C reasoning,O reasoning,Is the summary consistent with the abstract in terms of the quality of the evidence? (1/0),reasoning quality of evidence,main findings,methodology,conclusion,instructions main findings,instructions methodology,instructions conclusion,reasoning main findings,reasoning methodology,reasoning conclusion,evidence main findings,evidence methodology,evidence conclusion,"Regarding the currency of the evidence, is the reported date accurate? (1,0,0 DATE REPORTED)"
CD011611.PUB3,2,2,2,2,,,,,1,,1,2,1,add info,none,remove info,missing results about leaving the study early,,"'The review highlights the need for more RCTs with adequate blinding, larger sample sizes, and longer follow-up periods to provide more robust evidence on the efficacy and safety of glutamate receptor modulators in treating bipolar depression. Future research should also explore different modes of administration and methods to sustain antidepressant response.'' should be removed","Low-certainty evidence suggests that ketamine may be more efficacious than placebo in reducing depressive symptoms in bipolar disorder, with a higher response rate at 24 hours.",This is an updated Cochrane Review of randomized controlled trials (RCTs) examining the efficacy of glutamate receptor modulators in treating bipolar depression.,The review highlights the limited and uncertain evidence for the use of glutamate receptor modulators in treating bipolar depression.,1
CD011513.PUB3,1,2,2,2,"missing family members, clinicians or paid care staff. ",,,,1,,1,1,1,add info,add info,remove info,"missing outcomes 1) for Changes to the organisation and delivery of care for people with advanced dementia such as documentation of advance directives and goals of care and f2) or the advanced care planning ,perceived symptom management (MD ‐1.80, 95% CI ‐6.49 to 2.89; 1 study, 67 participants; very low certainty evidence) or whether advance care planning discussions occur",missing that this review is an updated version of a review first published in 2016.,"the summary should remove new information such as ''Future research should focus on conducting high-quality, well-designed studies to evaluate the effectiveness of palliative care interventions for adults with advanced dementia. Additionally, research should prioritize outcomes that are meaningful to patients and caregivers, such as quality of life and symptom management.''",Changes to the organisation and delivery of care may increase comfort in dying (very low certainty evidence) and the likelihood of having a palliative care plan in place (very low certainty evidence).,This systematic review included 9 studies (2122 participants) that evaluated the impact of palliative care interventions for adults with advanced dementia. The,The review highlights the need for high-quality research to inform palliative care for adults with advanced dementia. While,1
CD007662.PUB3,2,2,2,2,,,,,1,,1,1,1,add info,add info,remove info,missing spesific information about the efficacy of interventions,missing the number of participants,"'Further research is needed to determine the efficacy of medications for TTM in adults, children, and adolescents
* Larger, well-designed RCTs are required to provide more robust evidence for the treatment of TTM'' should be removed",Insufficient evidence from meta-analysis to confirm or refute the efficacy of any agent or class of medication for TTM,Systematic review and meta-analysis of 12 randomized controlled trials (RCTs),"The current evidence base is limited, and more research is needed to determine the efficacy of medications for TTM",1
CD012820.PUB2,1,2,2,2,"missing types of dementia such as primarily Alzheimer's disease, vascular dementia, or mixed dementia.",,,,1,,2,2,1,none,none,remove info,,,"'Future studies should aim to recruit larger samples, use more robust methodologies, and assess outcomes over longer periods.
* Clinicians should exercise caution when considering cannabinoids as a treatment for dementia, given the low quality of the available evidence'' shoyld be removed","Very low-certainty evidence suggested that cannabinoids may have little or no clinically important effect on cognition (mean difference (MD) 1.1 points, 95% CI 0.1 to 2.1).","This systematic review included four small, short, and heterogeneous placebo-controlled trials (126 participants) that investigated the efficacy and safety of cannabinoids for the treatment of dementia. ","Based on the available evidence, it is uncertain whether cannabinoids have any beneficial or harmful effects on dementia. ",1
CD013575.PUB2,2,2,2,2,,,,,1,,2,2,1,none,none,remove info,,,Future research should focus on conducting high-quality RCTs to confirm the findings and provide more robust evidence on the efficacy and tolerability of lamotrigine in bipolar disorder.,"Low- to moderate-certainty evidence suggests that lamotrigine may be superior to placebo in preventing recurrence of manic symptoms (RR 0.67, 95% CI 0.51 to 0.87) and clinical worsening (RR 0.82, 95% CI 0.70 to 0.98)",This systematic review included 11 randomized controlled trials (RCTs) with a total of 2314 participants. ,"The review suggests that lamotrigine may be an effective and tolerable treatment option for bipolar disorder, particularly in the maintenance phase. ",1
CD011612.PUB3,2,2,2,2,,,,,1,,2,2,2,none,none,none,,,,"Ketamine may increase response and remission rates compared to placebo at 24 hours, but the evidence is very uncertain.",This systematic review and meta-analysis included 64 studies (5299 participants) published up to July 2020.,The review suggests that ketamine and esketamine may be more efficacious than placebo in reducing depressive symptoms in adults with unipolar MDD.,1
CD013173.PUB2,2,1,2,2,,which may have been adapted for those with ASD,,,1,,2,2,1,none,none,remove info,,,'Larger sample sizes and more diverse populations to increase the generalizability of the findings.'' should be removed,"However, there may be a benefit favouring CBT in reducing OCD symptoms, depression symptoms, anxiety symptoms, and improving quality of life, although the evidence was of low certainty.","The study is a systematic review of randomised controlled trials (RCTs), cross-over, cluster- and quasi-randomised controlled trials.",The evidence is limited regarding the efficacy of CBT for treating OCD in ASD.,1
CD013503.PUB2,2,2,2,1,,,,missing mortality,1,,2,1,2,none,add info,none,,missing number of participants and about the risk of bias,,"No evidence that tube feeding improves survival, quality of life, reduces pain, or leads to better nourishment","The study is a systematic review of 14 controlled, non-randomized studies, with no eligible randomized controlled trials (RCTs) found. ",The study concludes that the balance of benefits and harms associated with enteral tube feeding for people with severe dementia is not clear.,1
CD009149.PUB3,2,2,2,2,,,,,1,,2,2,1,none,none,remove info,,,"the summary should remove ''  High-quality randomized trials are needed to confirm the effectiveness of PW-led interventions in LMICs.
* Further research is needed to explore the optimal characteristics of PW-led interventions, including the type of worker, training, and supervision.''
* Studies should prioritize the evaluation of PW-led interventions in diverse LMIC settings and populations",* Increased recovery and reduced prevalence of CMDs and PND,"This systematic review and meta-analysis included 95 randomized trials from 30 LMICs, published up to June 2019. ","The study suggests that PW-led interventions can be an effective strategy for improving mental health outcomes in LMICs, particularly for CMDs, PND, and PTS.",1
CD013528.PUB2,2,2,1,2,,,"missing antidepressant, and other forms of electric or magnetic treatment",,1,,1,1,2,add info,add info,none,"missing information about suicide, social functioning, dropout for any reason, and adverse events that led to discontinuation of treatment",missing number of participants,,The review found that the evidence regarding the effects of MST on patients with TRD is currently insufficient. ,This systematic review included three randomized clinical trials (RCTs) comparing MST with ECT in adults with TRD. ,"The review concluded that large, long, well-designed, and well-reported trials are needed to further examine the effects of MST.",1
CD012423.PUB2,2,2,2,1,,,,"missing  self-perceived readiness to respond to IPV survivors, knowledge of IPV, referral practices, response behaviors,",1,,2,1,2,none,add info,none,,missing they evaluated the reference lists of all included studies and systematic reviews for inclusion and assessed evidence certainty using the GRADE approach,,IPV training may improve HCPs' attitudes towards IPV survivors (low-certainty evidence).,"The studies were heterogeneous, with varying training content, pedagogy, and follow-up periods","IPV training for HCPs may be effective in improving precursors to behavior change, such as attitudes and knowledge.",1
CD013674.PUB2,1,2,2,2,of either sex and any ethnicity ,,,,1,,1,1,1,add info,add info,remove info,"missing that there is moderate certainty evidence that venlafaxine probably results in an ""at least slightly"" increased odds of suicide‐related outcomes",missing that certainty of evidence was assessed using Confidence in Network Meta‐analysis (CINeMA),"the summary should remove Recommendations for Future Research: ''Further research is needed to address the methodological shortcomings of the included trials.
* Studies should prioritize the inclusion of children and adolescents at risk of suicide to better understand the effects of antidepressants on this population.''","Most antidepressants may be associated with a ""small and unimportant"" reduction in depression symptoms compared with placebo (high certainty evidence).",Network meta-analysis (NMA) of 26 randomized trials.,The findings suggest that most newer antidepressants may reduce depression symptoms in a small and unimportant way compared with placebo,1
CD004034.PUB4,2,1,1,2,,for at least 12 months.,different antihypertensive treatment strategies (intensive vs. standard reduction or between different drug classes).,,1,,1,1,1,add info,add info,remove info,missing information about adverse events,missing they assessed the certainty of evidence using GRADE.,"the summary should remove ''The review highlights the need for longer-term studies with dementia and cognitive decline as primary outcomes.
* Future studies should consider the use of more sensitive cognitive measures and the inclusion of diverse populations''",The combined result of four placebo-controlled trials showed no evidence of a difference in the risk of dementia between the antihypertensive treatment group and the placebo group (very low certainty evidence).,"* Systematic review and meta-analysis of 12 randomized controlled trials (RCTs) with a total of 30,412 participants. ","The evidence suggests that pharmacological treatment of hypertension may lead to less cognitive decline, but the difference is below the level considered clinically significant.",1
CD011710.PUB3,1,2,1,2,"at least 70% of the participants met the diagnostic criteria for PTSD, according to the Diagnostic and Statistical Manual (DSM) or the International Classification of Diseases (ICD).",,"wait list, or care as usual.",,1,"and antidepressant, and other forms of electric or magnetic treatment for adults with TRD.",2,1,1,none,add info,remove info,,"missing that they independently assessed the included studies for risk of bias and we evaluated the certainty of available evidence using the GRADE approach; we discussed any conflicts with at least one other review author, with the aim of reaching a unanimous decision.","the summary should remove ''Recommendations for Future Research:** Large-scale randomized controlled trials to establish non-inferiority to current first-line interventions, Exploration of mechanisms of change and optimal levels of guidance, Investigation of cost-effectiveness and adverse events, Determination of predictors of efficacy and dropout",I-C/BT may be associated with a clinically important reduction in PTSD symptoms post-treatment compared to wait list (very low-certainty evidence).,"This systematic review and meta-analysis included 13 studies with 808 participants, published up to June 2020. ","While the review found some beneficial effects of I-C/BT for PTSD, the certainty of the evidence was very low due to the small number of included trials. T",1
CD011922.PUB4,2,2,2,1,,,,Secondary outcomes included cognitive and mood effects.,1,,2,1,2,none,add info,none,,missing This is an updated version of the Cochrane Review previously published in 2018.,,"The study found no significant differences in seizure freedom between levetiracetam, phenobarbital, and lamotrigine.",The study was a systematic review of randomized and quasi-randomized controlled trials. ,"The review concluded that there is insufficient evidence to support the use of levetiracetam, phenobarbital, or lamotrigine for the treatment of epilepsy in people with Alzheimer's disease.",1
CD013668.PUB2,1,2,2,2,episode of six months,,,,1,,2,1,2,none,add info,none,,missing that this review therefore updates a previous Cochrane Review (last published in 2016) and that the overall quality of evidence for the primary outcome (i.e. repetition of SH at post‐intervention) was appraised for each intervention using the GRADE approach.,,"Individual CBT-based psychotherapy may reduce repetition of SH at longer follow-up time points, but the quality of evidence is low.
","Systematic review and meta-analysis of 76 randomized controlled trials (RCTs) with a total of 21,414 participants.",The evidence for psychosocial interventions in reducing SH in adults is mostly of low to moderate quality,1
CD013495.PUB2,2,2,2,2,,,,,1,,2,2,2,none,none,none,,,,Abrupt discontinuation without psychological support may increase the risk of relapse and has uncertain effects on adverse events,This systematic review included 33 studies involving 4995 participants,The review highlights the need for high-quality studies that adequately address withdrawal confounding bias and distinguish relapse from withdrawal symptoms,1
CD010682.PUB3,2,2,2,1,,,,and withdrawls,1,,2,1,2,none,add info,none,,"missing This is an updated version of the original Cochrane Review published in Issue 12, 2014.",,"The review found that antidepressants may improve depressive symptoms in people with epilepsy, with response rates ranging from 43% to 82% in RCTs and 24% to 97% in NRSIs.","This systematic review included 10 studies (4 RCTs and 6 NRSIs) with 626 participants, examining the effects of antidepressants on depressive symptoms and seizure control in people with epilepsy.","
The review concludes that the existing evidence on the effectiveness of antidepressants in treating depressive symptoms associated with epilepsy is limited and of moderate to low certainty.",1
CD013522.PUB2,1,2,2,2,and assess whether they quit or continued smoking during the study. They also had to measure a mental health outcome at baseline and at least six weeks later.,,,,1,,2,1,2,none,add info,none,,missing that these were updated searches of a previously‐conducted non‐Cochrane review where searches were conducted from database inception to 13 April 2012. ,,"The review found that smoking cessation was associated with improvements in mental health symptoms, including:Anxiety symptoms (low-certainty evidence)","This systematic review and meta-analysis included 102 studies with over 169,500 participants, published up to January 2020.",The review provides evidence that mental health does not worsen as a result of quitting smoking and suggests that smoking cessation is associated with small to moderate improvements in mental health,1
CD013667.PUB2,1,1,2,2,participants in these trials were predominately female (87.6%) with a mean age of 14.7 years,or pharmacological agents or natural products for SH ,,,1,,2,2,2,none,none,none,,,,"DBT-A was associated with a lower rate of SH repetition compared to TAU, EUC, or alternative psychotherapy (OR 0.46, 95% CI 0.26 to 0.82; high-certainty evidence).",Systematic review and meta-analysis of 17 randomized controlled trials (RCTs) with a total of 2280 participants,The evidence suggests that DBT-A may be an effective intervention for reducing SH repetition in children and adolescents,1
CD011246.PUB2,2,1,2,2,,"psychological, including problem solving and pharmacological including citalopram, escitalopram, fluoxetine/nortriptyline, melatonin, milnacipran, sertraline interventions.",,,1,,2,2,1,none,none,remove info,,,"the summary should remove '' Future studies should aim to reduce the risk of bias and drop-outs, and include more diverse populations and treatment regimes.
* Research on secondary prevention strategies may also be important in reducing the burden of depression in this population''","Very low-certainty evidence suggests that problem-solving therapy may be slightly more effective than TAU in preventing depression immediately post-intervention, but not at six months follow-up",This systematic review included 11 randomized controlled trials (RCTs) that examined the effectiveness of psychological or pharmacological interventions in preventing depression in adults with long-term physical conditions. ,The review concludes that there is only very uncertain evidence regarding the implementation of primary preventive interventions (psychological/pharmacological) for depression in adults with long-term physical conditions.,1
CD008591.PUB3,1,1,2,1,"The average age ranged from 34 to 42 years, and the majority of participants were female (66% to 100%).",", specifically fluoxetine and other SGAs like bupropion, escitalopram, duloxetine, nefazodone, and reboxetine.",,withdrawl due to adverse eventw,1,,2,2,2,none,none,none,,,,"One small trial (n=68) showed that fluoxetine was numerically superior to placebo in achieving clinical response, but the confidence interval included both a potential benefit and no benefit (very low-certainty evidence).",This systematic review and meta-analysis aimed to assess the efficacy and safety of SGAs for the treatment of SAD in adults.,The evidence for the effectiveness of SGAs in treating SAD is limited and of low to very low certainty. ,1
CD013306.PUB2,1,2,2,2,following stroke. Mean ages were between 72.2 and 73.9 years,,,,1,,2,1,2,none,add info,none,,missing  GRADE approach ,,"Donepezil 5 mg, donepezil 10 mg, and galantamine 16 to 24 mg have a slight beneficial effect on cognition in people with VCI, although the size of the change is unlikely to be clinically important",Systematic review and meta-analysis of eight randomized controlled trials (4373 participants) that compared cholinesterase inhibitors with placebo or each other,"Cholinesterase inhibitors, particularly donepezil 10 mg, may have a modest beneficial effect on cognition in people with VCI, but at the cost of adverse effects.",1
CD013281.PUB2,2,2,2,2,,,,,1,,2,2,2,none,none,none,,,,"Only one study reported data on the primary outcome of interest, providing low-certainty evidence that there may be no difference in risk between atypical and typical antipsychotics for the outcome of developing type 2 diabetes.",Systematic review of randomized controlled trials (RCTs) with a comprehensive search of multiple databases and trial registries up to February 2020.,* The review highlights the limited evidence on the prevention or delay of type 2 diabetes in people with mental disorders in LMICs,1
CD013560.PUB2,2,2,2,1,,,,"ADD: Data on effects on children, parenting, and the wider family were also considered, though limited.
",0,"abstract mentions:  ""The evidence is not up-to-date, with the most recent studies published in 2014."" while summary mentions: "" This is an update of a review last published in 2014.
...search (through various databases was conducted till) May 2020. "" (abstract not consistent to the up-to-date quality of evidence mentioned in the summary)",2,1,2,none,add info,none,,"add info: -Studies were from English-speaking, high-income countries, with two from middle-income countries. Most studies used SSRIs, with treatment duration ranging from 4 to 12 weeks.
",,"* Low-certainty evidence suggests that SSRIs may be more effective than placebo in treating PND, with improved response (55% vs. 43%) and remission rates (42% vs. 27%).
* SSRIs may also reduce depressive symptoms (standardized mean difference -0.30, 95% CI -0.55 to -0.05).
* No significant difference in acceptability of treatment between SSRIs and placebo.
* Adverse events were common, but there was no evidence of differences in the number of adverse effects between treatment groups.",Systematic review and meta-analysis of 11 randomized controlled trials (RCTs) involving 1016 women,"* The evidence for the effectiveness and safety of antidepressants in PND is limited, particularly for those with more severe depression.
* SSRIs may be a useful treatment option for PND, but the low certainty of the evidence suggests that further research is needed.
* The findings of this review should be contextualized by the broader literature on antidepressants in the general population and perinatal clinical guidance to inform individualized risk-benefit clinical decisions. (Conclusions SECTION)
* Future research should focus on larger samples, longer follow-up periods, and comparisons with alternative treatment modalities, including child and parenting outcomes. (Limitations SECTION)
",0
CD012844.PUB2,2,2,2,2,,,,,1,,2,1,2,none,add info,none,could add info on certainty of evidence and findings on adverse events & attrition rates,"add info:  Review authors extracted data independently. Data analysis included risk ratios and mean differences calculated with a fixed-effect model, assessing risk of bias and summarizing findings using GRADE.
",,"* Non-exergames may have a less beneficial effect on cognitive functioning compared to cognitive remediation, but have comparable effects for all other outcomes.
* Exergames may have a possible benefit compared to standard care in terms of cognitive functioning and aerobic fitness.
* The evidence is graded as low or very low quality, and the results are likely to change with more data.","This systematic review included seven randomized controlled trials (RCTs) conducted between 2009 and 2018, with a total of 468 participants. The review aimed to evaluate the effects of video games as an additional intervention to standard care for people with schizophrenia or schizophrenia-like illnesses.","The current evidence suggests that video games may have some benefits for people with schizophrenia or schizophrenia-like illnesses, particularly in terms of cognitive functioning and physical fitness. However, the evidence is limited, and more high-quality studies are needed to confirm these findings. The review highlights the potential of video games as a cost-effective and engaging add-on intervention to standard care, but more research is needed to establish their efficacy and safety.",1
CD009081.PUB2,1,2,2,2,ADD INFO: who are currently being treated with cholinesterase inhibitors without known adverse effects at baseline,,,,1,,2,1,2,none,add info,none,,"add info: search on databases & risk of bias was assessed using the Cochrane risk of bias tool and the overall certainty of the evidence for each outcome was assessed using GRADE methodsn & number of participants, number of trials, data pooled for short- medium- & long- term outcomes",,"""* Discontinuing cholinesterase inhibitors may result in worse cognitive function in the short term (low certainty) and medium term (very low certainty).
* Discontinuation may make little or no difference to functional status in the short term (low certainty), but probably results in greater functional impairment than continuing treatment at 12 months (moderate certainty).
* Discontinuation may be associated with a worsening of neuropsychiatric symptoms over the short term and medium term (low certainty).
* There is no clear evidence of an effect of discontinuation on dropout due to lack of medication efficacy or deterioration in overall medical condition, adverse events, serious adverse events, or mortality.""","This systematic review included six trials investigating cholinesterase inhibitor withdrawal and one trial investigating withdrawal of either donepezil or memantine. The studies were randomised, controlled clinical trials (RCTs) with a duration ranging from 6 weeks to 12 months.","This review suggests that discontinuing cholinesterase inhibitors may result in worse cognitive, neuropsychiatric, and functional status than continuing treatment, although the evidence is limited and of low or very low certainty. The findings are not transferable to other dementia types, and there is a need for further well-designed RCTs across a range of dementia severities and settings.",1
CD013669.PUB2,1,2,2,2,ADD INFO: with a recent (within six months of trial entry) episode of SH resulting in presentation to hospital or clinical services,,,,1,,2,1,2,none,add info,none,,add info: standard Cochrane methods were used in the collection of evidence and GRADE was used to assess the certainty of the evidence & odds ratios (ORs) were used for binary outcomes and mean differences (MD) for continuous outcomes,,"* The evidence suggests that newer generation antidepressants may not reduce repetition of SH compared to placebo (very low-certainty evidence).
* Antipsychotics may be associated with a lower rate of SH repetition compared to placebo (low-certainty evidence).
* There was no evidence of a difference between antipsychotics compared to another comparator drug/dose for repetition of SH (low-certainty evidence).
* Mood stabilizers and natural products did not show a significant difference in reducing SH repetition compared to placebo (very low-certainty evidence).",This systematic review and meta-analysis included data from seven randomized controlled trials (RCTs) with a total of 574 participants. The review aimed to assess the effects of pharmacological agents or natural products for SH compared to comparison types of treatment,"* Larger and more rigorous trials are needed to evaluate the efficacy of pharmacological agents, including newer atypical antipsychotics.
* Evaluation of adverse effects of pharmacological agents is necessary.
* Combined pharmacotherapy and psychological treatment should be investigated.
* More research is needed to identify effective treatments for SH in adults.",0
CD006440.PUB3,2,2,2,1,,,,"ADD INFO: SECONDARY OUTCOMES: caregiver knowledge and skills, use of health and social care resources, admission of the person with dementia to institutional care, and quality of life of the person with dementia",1,,1,2,2,add info,none,none,"ADD INFO: Compared to usual treatment, waiting list, or attention control, remotely delivered interventions probably have little or no effect on caregiver burden, depressive symptoms, health-related quality of life, or dropout rates.
",,,"* Remotely delivered interventions including support, training, or both, with or without information, may slightly reduce caregiver burden and improve caregiver depressive symptoms when compared with provision of information alone.
* These interventions seem to make little or no difference to health-related quality of life.
* Caregivers receiving training or support were more likely than those receiving information alone to drop out of the studies","This systematic review included 26 studies with 2367 participants, comparing remotely delivered interventions with usual treatment, waiting list, attention control, or provision of information alone. The review used a random-effects model to derive estimates of effect size and GRADE methods to describe the degree of certainty about effect estimates.","The evidence suggests that remotely delivered interventions may have a small positive effect on caregiver burden and depressive symptoms, but the quality of the evidence is moderate to low due to study limitations and inconsistency between studies.",0
CD011679.PUB2,2,1,2,2,,ADD INFO:treatment duration with Souvenaid of at least 16 weeks,,,1,,2,2,2,none,none,none,,,,"* Souvenaid probably does not reduce the risk of progression to dementia in people with prodromal AD.
* There is no convincing evidence that Souvenaid affects other outcomes important to people with AD in the prodromal stage or mild-to-moderate stages of dementia.
* Souvenaid probably results in little or no difference in global or specific cognitive functions, everyday function, or combined cognitive-functional outcomes in mild and mild-to-moderate AD dementia.
* Adverse effects of Souvenaid seem to be uncommon, but the evidence is insufficient to make a definitive statement on long-term tolerability.","This systematic review included three randomized, placebo-controlled trials with a total of 1097 community-dwelling participants with AD. The trials were funded by European grants and the manufacturer of Souvenaid. The review assessed the quality of the evidence using the GRADE approach and rated the risks of bias of all trials as low.",,0
CD013162.PUB2,2,1,2,2,,"ADD INFO: that involved direct contact with the child, parent, or both",,,1,,1,2,2,add info,none,none,"add info: MORE INFO ON FINDINGS CONCERNING OTHER OUTCOMES (ie acceptability, adverse effects)-and other comparisons (ie TAU)",,,"* CBT is probably more effective in the short-term than waiting lists/no treatment, with a moderate quality of evidence.
* CBT may be more effective than attention control, but the quality of evidence is low.
* There is little to no evidence that CBT is superior to usual care or alternative treatments, but the quality of evidence is limited.
* No adverse effects were reported across all studies",This systematic review and meta-analysis included 87 studies and 5964 participants. The review used standard methodological procedures as recommended by Cochrane and assessed the quality of the evidence using GRADE.,"CBT is a probably effective treatment for childhood anxiety disorders, particularly when compared to waiting lists/no treatment. However, the evidence is limited when comparing CBT to usual care or alternative treatments. The review highlights the need for further research to improve the quality of evidence and to explore the effectiveness of CBT in different delivery formats and populations, such as children with autism spectrum disorders (ASD) and intellectual impairments.",0
CD009178.PUB4,1,2,2,1,ADD INFO: and mild-to-moderate AD,,,"ADD INFO: ratio of day-time to night-time sleep, adverse effects",1,,1,1,2,add info,add info,none,add info: MORE INFO ON FINDINGS CONCERNING OTHER OUTCOMES and other comparisons (ie: Low-certainty evidence from a small phase 2 trial suggests ramelteon (8 mg) may have no important effect on nocturnal sleep outcomes & no serious adverse effects were found),"MODIFY : number of participants =649, ADD INFO: Eligible studies were those comparing drug treatments to placebo in individuals with dementia who had identified sleep disturbances.
Standard Cochrane methods were used in the collection & analysis of the evidence & Grade method was used to assess the certainty of the evidence
",,"* Low-certainty evidence that melatonin (up to 10 mg) has little or no effect on major sleep outcomes.
* Low-certainty evidence that trazodone (50 mg) may improve TNST and sleep efficiency in people with moderate to severe AD.
* Moderate-certainty evidence that orexin antagonists increase TNST and decrease time awake after sleep onset in people with mild to moderate AD",Systematic review of 9 randomized controlled trials (RCTs) with a total of 643 participants.,"* There is a lack of evidence to guide decisions about drug treatment of sleep problems in dementia.
* Larger trials are needed to confirm the efficacy and safety of trazodone and orexin antagonists.
* Systematic assessment of adverse effects is essential in future trials.",1
CD013288.PUB2,2,2,2,1,,,,ADD INFO: psychiatric hospital days& service satisfaction,1,summary consistent to original abstract but**repeated info in Significance & Recommendations Section***,2,1,2,none,add info,none,,add info: ,,"* SEI team care may result in more participants in recovery from psychosis at the end of treatment (low-certainty evidence).
* Fewer participants were disengaged from mental health services in SEI compared to TAU (moderate-certainty evidence).
* SEI may result in fewer admissions to psychiatric hospital and fewer psychiatric hospital days (low-certainty evidence).
* There was no evidence of a difference in general psychotic symptoms between SEI and TAU (very low-certainty evidence).
* SEI may result in improved general functioning (low-certainty evidence). ","This systematic review and meta-analysis included four randomized controlled trials (RCTs) with a total of 1145 participants. The studies were conducted in community mental healthcare settings, and the mean age of participants ranged from 23.1 to 26.6 years","The evidence suggests that SEI may provide benefits to service users during treatment compared to TAU, including increased recovery rates, reduced disengagement from services, and improved general functioning. However, the evidence regarding the effect of SEI over TAU after treatment has ended is uncertain. The quality of the evidence is generally low to moderate, and the studies were conducted in high-income countries, which may limit the generalizability of the findings to low- and middle-income countries.",0
CD013287.PUB2,2,2,2,2,,,,,1,"summary consistent to original abstract but **repeated info in Significance, Limitations & Recommendations Section***",2,1,2,none,add info,none,,add info: Participants were enrolled approximately two years into standard SEI and randomly allocated to either extended SEI or standard SEI + TAU. Data were analyzed to calculate risk ratios (RRs) and mean differences (MD) with 95% confidence intervals (CIs). GRADE was used to assess the certainty of the evidence,,"* Low-certainty evidence suggests that extended SEI may result in fewer disengagements from mental health treatment (RR 0.45, 95% CI 0.27 to 0.75).
* Very low-certainty evidence suggests that extended SEI may lead to a 13% increase in remission (RR 1.13, 95% CI 0.97 to 1.31).
* Uncertain evidence regarding lower global psychotic symptoms, psychiatric hospital admission, and all-cause mortality.
* No evidence of a difference in global functioning. ",Three randomised controlled trials (RCTs) with a total of 780 participants were included in the review. The trials compared extended SEI with standard SEI + TAU.,"* Preliminary evidence suggests that extending SEI team care may be beneficial for treating people experiencing psychosis, with fewer disengagements from mental health services.
* The certainty of evidence for the measured outcomes was low or very low.
* Further, suitably powered studies are needed to confirm the effectiveness of extended SEI.",1
CD006237.PUB4,1,1,2,2,ADD INFO: or high levels of depressive symptoms,ADD INFO: combination of psychological interventions with antidepressant medication and supervised exercise,,,1,summary consistent to original abstract but could contain more info on certainty of the evidence mentioned,1,1,2,add info,add info,none,"add info: mention other finding’s of low-certainty and other interventions (ie. Antidepressant Combination Treatments, Exercise)
",add info: 45 randomized controlled trials (RCTs) and cluster-RCTs. The authors independently extracted data and assessed the certainty of evidence using the GRADE approach & reference to databases and methods by which results were pooled,,"* A combination of work-directed and clinical interventions probably reduces sickness absence days and may reduce depressive symptoms and improve work functioning.
* Specific work-directed interventions may not be more effective than usual work-directed care alone.
* Psychological interventions may reduce sickness absence days and depressive symptoms.
* Interventions to improve clinical care probably lead to lower sickness absence and lower levels of depression.","This systematic review and meta-analysis included 45 studies with 88 study arms, involving 12,109 participants. The studies were published up to April 4th, 2020. ","The review found that a combination of work-directed and clinical interventions is effective in reducing sickness absence days and improving depressive symptoms and work functioning. However, the quality of the evidence varied, with some studies having a high risk of bias. The review highlights the importance of considering both work-directed and clinical interventions when treating employees with depressive disorders.",1
CD013738,2,2,2,2,,,,,1,,2,1,2,none,add info,none,,"add info: reference to databases & The search included unpublished and ongoing studies without restrictions on date, language, or publication status.
",,"No studies met the inclusion criteria for this review, highlighting the lack of research on road traffic suicides and the need for future studies","This systematic review searched multiple databases from inception to March 2020 for studies evaluating the effectiveness of interventions to restrict the availability of, or access to, means of suicide on roads. The review included randomized or quasi-randomized controlled trials, controlled intervention studies without randomization, before-after studies, or studies using interrupted time series designs.","The review concludes that there is a paucity of research on road traffic suicides (conclusions *section)
The authors advocate for more awareness on road traffic suicides and its inclusion in future government suicide prevention policies. (conclusions *section)

The authors recommend conducting robust studies to investigate the effectiveness of interventions to prevent suicide on roads, particularly those that do not require driver compliance. Clear objective criteria for suicide ascertainment are necessary to scale up and study this method more accurately (Recommendations for Future Research* section)",1
CD012417.PUB2,2,2,2,2,,,,,1,,2,1,2,none,add info,none,,"add info: The interventions, primarily group-based and delivered by paraprofessionals, were assessed using standard mean differences and risk ratios for continuous and dichotomous outcomes, respectively. The quality of evidence was evaluated using the GRADE system.",,"* No evidence of a difference in acceptability between psychological and social interventions and control conditions for both children/adolescents and adults.
* No evidence of a beneficial effect for prevention interventions in reducing PTSD symptoms, depressive symptoms, and anxiety symptoms in children/adolescents.
* Psychological counselling may be effective in reducing depressive symptoms and anxiety symptoms in adults. ","* Systematic review of randomized controlled trials (RCTs) with a total of 2398 participants from seven RCTs.
* Searches were conducted in multiple databases, including the Cochrane Common Mental Disorders Controlled Trials Register, MEDLINE, Embase, PsycINFO, and ProQuest PILOTS database, with results incorporated from searches to February 2020.","* The review highlights the scarcity of prevention studies eligible for inclusion, risk of bias in the studies, and substantial levels of heterogeneity.
* The quality of evidence is low to very low, and the findings are limited by the small number of RCTs included.
* The review emphasizes the need for further research to assess the impact of interventions on the incidence of mental disorders in children and adults, with extended periods of follow-up.",1
